"","ID","datos.fecha.","tratadata","Sexo","Edad","Idioma","estudios","UPPSPItems.UPPS1.","UPPSPItems.UPPS2.","UPPSPItems.UPPS3.","UPPSPItems.UPPS4.","UPPSPItems.UPPS5.","UPPSPItems.UPPS6.","UPPSPItems.UPPS7.","UPPSPItems.UPPS8.","UPPSPItems.UPPS9.","UPPSPItems.UPPS10.","UPPSPItems.UPPS11.","UPPSPItems.UPPS12.","UPPSPItems.UPPS13.","UPPSPItems.UPPS14.","UPPSPItems.UPPS15.","UPPSPItems.UPPS16.","UPPSPItems.UPPS17.","UPPSPItems.UPPS18.","UPPSPItems.UPPS19.","UPPSPItems.UPPS20.","FCQTItems.FCQT1.","FCQTItems.FCQT2.","FCQTItems.FCQT3.","FCQTItems.FCQT4.","FCQTItems.FCQT5.","FCQTItems.FCQT6.","FCQTItems.FCQT7.","FCQTItems.FCQT8.","FCQTItems.FCQT9.","FCQTItems.FCQT10.","FCQTItems.FCQT11.","FCQTItems.FCQT12.","FCQTItems.FCQT13.","FCQTItems.FCQT14.","FCQTItems.FCQT15.","FCQTItems.FCQT16.","FCQTItems.FCQT17.","FCQTItems.FCQT18.","FCQTItems2.FCQT19.","FCQTItems2.FCQT20.","FCQTItems2.FCQT21.","FCQTItems2.FCQT22.","FCQTItems2.FCQT23.","FCQTItems2.FCQT24.","FCQTItems2.FCQT25.","FCQTItems2.FCQT26.","FCQTItems2.FCQT27.","FCQTItems2.FCQT28.","FCQTItems2.FCQT29.","FCQTItems2.FCQT30.","FCQTItems2.FCQT31.","FCQTItems2.FCQT32.","FCQTItems2.FCQT33.","FCQTItems2.FCQT34.","FCQTItems2.FCQT35.","FCQTItems2.FCQT36.","FCQTItems2.FCQT37.","FCQTItems2.FCQT38.","FCQTItems2.FCQT39.","MulticageItems.MC1.","MulticageItems.MC2.","MulticageItems.MC3.","MulticageItems.MC4."
"1",332876,"20/10/2023",1,2,20,1,4,2,2,2,1,2,1,2,1,3,2,1,2,2,2,2,1,2,2,1,1,4,3,3,5,5,5,5,5,5,5,5,6,4,4,5,5,5,5,4,5,4,5,5,6,6,3,4,4,4,4,5,4,3,5,5,5,4,4,4,"SI","SI","SI","SI"
"2",788245,"23 de octubre de 2023",1,2,20,1,4,2,2,2,1,1,2,1,2,2,2,2,2,2,1,3,1,2,1,1,1,4,3,3,3,3,2,4,2,3,3,5,4,3,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,"NO","NO","NO","NO"
"3",876262,"22 de octubre de 2023",1,2,20,1,4,1,3,4,4,1,1,2,2,4,4,2,3,1,2,4,1,2,4,1,3,3,2,2,2,3,2,3,1,2,3,5,3,4,2,4,4,3,4,3,2,3,5,2,3,3,1,1,2,1,2,3,2,3,4,3,2,3,3,2,"SI","NO","NO","NO"
"4",242706,"23/10/2023",1,2,26,1,4,1,2,2,3,2,1,4,3,3,1,3,3,1,2,2,1,2,2,2,1,4,4,5,5,3,1,3,1,2,2,3,2,2,5,2,3,3,2,3,3,3,5,5,3,2,4,1,1,3,1,4,3,4,5,4,2,3,5,5,"SI","SI","SI","NO"
"5",234160,"24/10/2023",1,3,22,1,4,1,2,4,2,2,1,1,1,4,2,2,3,1,3,4,1,2,4,1,2,3,4,5,3,5,2,4,2,3,1,5,5,3,2,4,5,3,4,3,4,2,3,2,2,2,3,1,2,1,2,2,1,3,3,4,1,3,5,4,"NO","SI","NO","NO"
"6",686972,"24-10-2023",1,2,19,1,4,1,2,3,2,2,1,1,1,3,3,1,3,2,2,3,1,3,3,2,2,4,4,3,2,2,2,2,2,2,3,4,4,3,2,2,3,1,2,2,2,2,3,3,3,2,1,1,2,2,1,2,2,2,3,3,2,1,2,2,"NO","NO","NO","NO"
"7",131205,"25/10/2023",1,2,20,1,4,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,3,2,3,3,2,4,2,3,3,2,2,1,2,2,1,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,2,1,1,2,2,2,1,3,4,4,2,3,3,3,"NO","SI","NO","NO"
"8",374326,"25 octubre 2023",1,2,18,1,4,2,1,2,2,1,3,4,2,1,2,1,4,2,1,3,1,3,1,2,1,3,4,4,5,3,3,6,2,3,2,3,3,3,2,5,2,5,2,3,5,2,3,2,2,3,4,2,2,5,3,2,2,5,5,3,3,4,5,5,"SI","SI","NO","NO"
"9",366817,"25/10/2023",1,2,18,1,4,1,3,4,3,1,1,4,1,3,3,1,4,2,2,4,1,4,2,3,1,3,5,5,2,3,2,2,2,1,1,4,3,3,3,3,1,2,3,2,2,2,2,3,2,2,2,2,3,2,2,1,1,2,4,3,2,2,2,2,"NO","SI","SI","NO"
"10",155724,"27/10/2023",1,2,19,1,4,2,3,3,2,1,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,3,3,2,3,2,1,2,3,4,4,4,3,2,4,4,1,4,4,2,3,4,3,4,2,2,1,2,2,2,2,3,1,4,3,3,3,3,2,"NO","NO","NO","NO"
"11",705617,"27/10/2023",1,2,21,1,4,1,2,3,2,1,2,2,2,4,2,2,3,1,2,3,2,1,2,1,2,3,1,2,2,1,1,3,1,3,3,4,2,2,3,3,2,3,1,3,4,2,2,3,4,2,2,1,1,1,2,1,1,1,5,2,5,3,3,2,"NO","NO","NO","NO"
"12",213223,"30.11.2023",1,1,20,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,2,1,2,1,5,4,3,3,4,3,3,3,3,3,4,5,2,3,4,5,3,3,4,5,4,4,3,4,4,3,3,3,3,2,2,3,4,6,4,5,5,5,5,"NO","SI","NO","NO"
"13",433766,"30/10/2023",1,2,18,1,3,2,3,3,1,2,4,2,3,4,2,3,2,2,3,4,3,1,4,2,2,5,4,5,4,4,3,3,3,4,5,5,6,5,2,5,5,3,3,3,6,5,5,4,5,5,3,2,2,3,3,4,4,5,5,5,4,5,6,6,"NO","SI","SI","NO"
"14",910328,"30/10/2023",1,2,21,1,3,2,1,2,2,2,3,1,2,2,2,2,3,3,2,3,2,2,2,2,1,4,2,3,3,3,3,3,2,3,4,4,5,5,3,3,3,2,4,3,4,3,4,4,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,3,"NO","NO","SI","NO"
"15",297095,"31/10/2023",1,2,21,1,4,1,3,2,3,1,1,2,2,2,2,2,3,1,1,3,1,3,1,1,2,3,4,4,4,3,3,4,2,3,2,3,3,4,2,4,3,4,3,3,4,3,4,4,3,5,4,3,2,4,2,5,3,3,5,5,3,4,4,4,"SI","SI","SI","SI"
"16",539628,"02/11/2023",1,2,18,1,4,1,2,4,2,1,1,1,2,4,1,1,2,1,1,4,1,4,2,1,1,4,3,2,1,3,1,1,3,2,4,6,4,4,1,6,3,1,4,4,5,3,6,6,6,1,1,1,2,1,1,3,1,4,1,2,2,3,4,3,"NO","NO","NO","NO"
"17",599842,"2 de Noviembre de 2023",1,2,21,1,4,2,3,2,3,1,2,2,2,3,4,2,4,2,3,4,2,4,2,1,2,4,1,3,1,2,1,1,3,3,3,4,5,3,2,6,3,2,3,4,5,3,3,3,3,1,1,1,2,1,3,2,2,3,2,3,1,4,3,4,"NO","NO","SI","NO"
"18",194163,"03-11-2023",1,2,18,1,4,2,2,1,2,1,2,3,2,2,1,1,2,2,1,3,1,3,1,2,2,3,5,6,4,4,3,4,4,4,5,6,6,5,5,6,6,5,3,3,2,4,5,4,5,2,6,4,4,5,4,4,5,5,6,6,5,5,3,1,"SI","SI","SI","SI"
"19",826697,"03-11-2023",1,2,20,1,4,1,2,2,2,1,1,2,2,3,1,2,4,2,3,4,2,4,2,1,2,3,3,4,4,3,2,2,2,3,2,6,3,1,3,5,4,2,2,3,3,3,3,2,5,2,3,1,2,3,2,3,1,2,2,2,2,3,3,2,"NO","SI","NO","NO"
"20",728457,"06/11/2023",1,2,19,1,4,1,2,2,3,1,1,3,1,3,3,1,3,2,2,4,1,4,2,2,2,4,2,2,4,3,2,3,3,3,2,4,5,5,2,3,3,2,2,2,4,3,4,3,5,3,2,2,2,1,1,1,1,3,2,4,2,3,4,4,"SI","NO","NO","NO"
"21",208988,"06-11-2023",1,2,18,1,4,2,2,2,2,2,2,1,3,4,2,2,2,2,3,3,2,4,3,2,2,3,2,2,2,3,2,1,4,3,1,3,4,2,1,3,2,1,1,1,2,2,1,3,3,1,2,1,2,1,1,1,1,2,3,2,3,1,2,1,"NO","NO","NO","NO"
"22",487329,"07-11-2023",1,2,20,1,3,1,2,2,2,1,2,3,2,3,3,2,4,1,3,4,2,3,2,1,1,2,4,3,3,3,3,5,3,5,3,5,5,4,4,3,3,5,3,2,6,2,3,3,3,2,3,1,5,2,2,3,3,4,2,2,2,3,5,1,"NO","SI","SI","SI"
"23",999084,"7/11/2023",1,2,18,1,4,2,3,2,2,2,2,3,2,4,4,1,3,2,2,3,3,4,3,2,2,3,3,4,4,3,2,4,2,1,2,4,5,3,3,4,3,2,2,2,3,2,3,3,3,2,2,2,1,1,1,2,1,1,3,2,2,2,2,2,"NO","NO","NO","NO"
"24",598317,"8 de noviembre, 2023",1,2,20,1,4,1,4,2,2,1,2,3,3,2,3,2,2,1,1,4,2,3,2,1,2,4,4,3,1,4,4,2,5,3,5,4,6,4,3,5,3,1,6,3,3,2,5,5,3,4,1,4,5,1,4,4,3,2,5,5,2,3,3,3,"NO","NO","NO","NO"
"25",700369,"7/11/2023",1,2,20,1,4,2,1,1,1,2,3,1,2,2,2,2,1,3,2,2,2,2,2,2,2,5,4,5,3,4,2,2,3,4,3,3,5,3,3,4,2,1,3,5,4,3,4,4,4,3,3,2,2,1,1,3,3,3,2,4,4,4,3,3,"NO","NO","NO","NO"
"26",393476,"9 de noviembre",1,2,21,1,4,1,2,1,2,1,2,1,3,3,3,3,3,1,1,3,1,1,1,1,1,5,3,3,6,4,4,4,3,5,3,2,4,2,2,2,3,3,3,4,6,2,4,3,3,4,4,4,4,4,4,2,3,4,5,4,4,4,4,4,"NO","SI","SI","SI"
"27",306521,"09/11/2023",1,2,21,1,4,2,3,3,2,1,2,2,1,3,3,1,3,1,1,3,1,3,1,2,1,3,1,2,1,1,1,1,1,1,4,5,6,4,1,5,2,1,4,3,3,2,2,6,5,1,1,1,2,1,1,4,1,1,1,1,1,1,2,2,"NO","NO","NO","NO"
"28",593878,"9 Noviembre 2023",1,2,24,1,4,2,3,3,2,1,2,2,1,3,3,1,2,3,4,3,2,2,2,2,2,3,2,2,1,2,3,2,2,4,4,3,4,4,4,4,2,1,3,3,3,3,2,4,4,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,"NO","NO","NO","NO"
"29",580870,"20 Octubre",1,2,18,1,4,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,5,5,5,5,4,1,6,2,2,2,2,2,3,3,1,3,5,4,2,1,3,2,2,2,2,4,2,2,3,1,2,3,2,3,3,3,1,3,1,"SI","SI","SI","SI"
"30",633256,"20-10-2023",1,2,20,1,4,2,1,1,4,1,2,4,2,3,3,2,4,2,1,4,2,4,1,3,2,6,1,3,5,1,1,3,1,2,1,6,6,1,1,5,4,3,2,3,3,1,6,2,6,5,1,1,2,1,1,4,3,1,6,6,5,4,2,1,"NO","SI","SI","NO"
"31",455358,"23/10/2023",1,2,20,1,3,2,3,4,1,1,2,1,3,4,4,2,3,1,3,3,4,2,3,2,2,2,1,1,1,3,1,1,1,2,4,3,5,5,2,5,2,1,6,1,1,1,6,6,6,3,1,1,1,1,1,1,2,1,1,3,1,1,2,1,"NO","NO","NO","NO"
"32",791492,"24 de octubre del 2023",1,2,23,1,3,1,3,2,4,1,1,3,1,2,3,1,4,2,2,4,1,4,2,1,2,4,1,2,2,2,1,2,2,1,1,4,4,3,1,2,1,1,2,2,1,2,3,2,3,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,"NO","NO","NO","NO"
"33",900378,"24-10-23",1,2,18,1,4,2,3,4,4,2,2,2,2,4,2,1,4,2,3,4,2,4,4,1,1,3,1,1,1,1,1,1,1,1,2,3,5,3,2,2,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,5,2,2,2,1,1,"NO","NO","NO","NO"
"34",574983,"24-10-2023",1,2,19,1,4,1,2,2,3,1,2,3,2,3,4,1,3,1,2,3,2,4,3,1,2,6,1,3,1,2,3,1,3,1,1,5,4,3,3,3,3,1,3,3,3,2,3,3,6,3,1,1,2,1,2,3,2,2,3,2,1,3,3,1,"NO","NO","NO","NO"
"35",712986,"25-10-2023",1,2,20,1,4,2,2,2,2,1,2,2,1,2,2,1,4,1,2,3,1,3,3,2,1,5,4,4,3,5,2,2,3,3,3,5,5,3,3,5,5,3,4,3,3,3,5,5,5,3,2,2,2,3,2,3,3,3,6,2,3,3,3,3,"SI","SI","NO","NO"
"36",354048,"25 de octubre 2023",1,2,18,1,4,2,3,2,3,1,2,3,1,4,4,1,3,2,3,3,2,3,3,1,2,4,1,2,2,2,1,2,2,3,4,3,4,4,2,4,3,2,3,3,4,1,2,3,3,1,2,1,2,2,2,1,1,3,2,1,2,2,1,2,"NO","NO","NO","NO"
"37",304954,"25-10-2023",1,1,19,1,3,2,2,3,2,2,3,2,3,4,3,3,2,2,2,3,3,3,2,3,2,4,3,2,2,2,4,1,3,4,5,6,6,3,2,5,2,2,3,4,4,2,5,5,6,3,6,1,2,2,2,3,3,2,6,4,3,4,3,3,"NO","SI","SI","NO"
"38",263017,"25/10/2023",1,2,18,1,3,1,2,3,2,1,2,2,3,3,3,1,3,2,2,3,2,2,2,2,2,3,2,2,3,3,2,4,2,2,4,5,4,5,3,4,3,3,3,2,3,2,3,3,2,2,2,2,3,2,3,3,3,3,5,3,2,3,2,2,"NO","SI","SI","SI"
"39",850248,"27/10/2023",1,2,18,1,4,1,2,2,2,1,1,4,3,4,1,2,4,1,1,4,1,4,2,1,1,5,3,3,1,1,2,1,3,3,2,6,5,5,1,5,4,1,3,4,1,1,2,6,6,4,1,1,3,1,3,6,6,2,2,1,2,3,5,5,"NO","NO","NO","NO"
"40",738658,"27-10-23",1,2,19,1,4,2,2,2,2,1,1,2,1,2,2,1,3,1,1,4,1,4,1,1,1,3,1,2,2,5,1,2,1,2,3,4,3,3,1,5,2,3,3,3,1,3,2,4,5,2,1,1,1,1,1,3,2,2,3,2,1,2,1,2,"NO","NO","NO","NO"
"41",756791,"27/10/2023",1,1,28,1,4,2,2,1,2,1,1,3,1,1,2,1,3,1,2,3,2,3,1,1,2,3,5,4,4,2,3,4,4,4,4,5,5,5,2,3,3,5,2,3,5,5,4,4,5,3,3,4,2,3,1,4,3,3,2,3,2,5,5,5,"NO","SI","NO","SI"
"42",739736,"30/10/2023",1,2,21,1,4,2,3,3,4,1,2,4,2,3,4,2,4,1,3,4,1,4,3,3,3,3,2,2,2,2,3,1,2,2,3,3,3,3,3,3,1,1,3,3,2,2,2,3,2,1,1,1,2,1,3,2,2,2,3,2,2,2,3,2,"NO","NO","NO","NO"
"43",914522,"30 de octubre de 2023",1,2,18,1,3,2,2,3,1,2,2,1,3,3,2,3,2,2,2,4,3,4,3,2,2,3,1,3,2,2,3,2,1,2,3,4,3,3,2,4,4,1,2,1,2,1,4,5,4,1,1,1,3,1,2,2,3,2,5,3,1,3,1,2,"NO","NO","NO","NO"
"44",785113,"31-10-2023",1,2,20,1,4,1,2,2,3,1,1,3,1,2,1,1,4,1,2,3,1,3,2,1,2,5,4,2,3,1,1,2,4,3,4,6,6,4,3,3,3,2,1,4,5,3,2,3,4,3,2,1,1,2,3,1,2,4,2,3,2,4,5,4,"NO","NO","NO","NO"
"45",440658,"31-10-2023",1,2,19,1,4,2,2,3,2,1,1,1,1,3,1,1,3,1,3,2,2,1,2,1,1,3,1,2,1,1,1,1,1,2,2,3,3,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,"NO","NO","NO","NO"
"46",482183,"2 de noviembre de 2023",1,2,18,1,4,1,3,3,2,1,1,2,2,3,3,2,2,2,1,4,2,3,2,1,2,5,4,4,2,3,2,2,2,2,3,2,6,5,2,5,2,2,3,3,3,2,5,3,5,2,2,2,2,2,3,2,1,4,4,4,4,3,4,4,"NO","NO","NO","NO"
"47",340201,"2-11-2023",1,2,21,1,3,1,3,4,4,1,1,1,2,3,2,2,3,1,2,4,1,2,2,1,2,6,6,3,1,1,1,3,2,3,4,4,3,5,4,4,4,3,3,2,1,1,3,3,3,2,1,1,1,1,1,1,4,2,3,3,2,1,1,1,"NO","NO","NO","NO"
"48",303770,"02/11/2023",1,2,22,1,3,2,4,2,3,1,2,3,2,2,2,1,4,2,2,4,1,4,2,2,2,5,3,2,1,3,3,1,3,2,2,4,5,4,3,6,3,1,3,3,3,2,2,5,6,1,1,2,2,1,2,3,2,3,3,1,1,4,3,3,"NO","NO","NO","NO"
"49",421648,"03/11/2003",1,2,20,1,4,1,1,2,1,1,1,2,1,3,2,1,1,2,3,2,1,3,3,1,1,5,3,2,1,4,1,1,3,3,3,5,6,3,2,4,2,1,3,3,3,2,5,5,4,1,1,1,1,1,3,2,2,2,2,3,1,2,3,2,"NO","NO","NO","NO"
"50",819996,"7 octubre 2023",1,2,22,1,4,2,1,1,4,1,2,4,2,2,2,3,4,3,1,3,2,4,1,2,2,2,2,1,5,2,4,4,3,1,1,5,5,4,3,3,3,3,3,1,1,2,2,2,3,2,2,4,5,1,3,2,3,1,3,3,2,1,1,1,"SI","SI","SI","SI"
"51",670597,"7 de noviembre 2023",1,2,30,1,3,3,2,2,3,1,4,2,2,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,1,1,1,2,2,2,1,2,4,3,2,3,1,2,2,2,2,1,3,2,3,1,1,1,1,1,2,2,2,1,3,2,3,1,1,1,"NO","NO","NO","NO"
