"","ID","datos.fecha.","tratadata","Sexo","Edad","Idioma","estudios","UPPSPItems.UPPS1.","UPPSPItems.UPPS2.","UPPSPItems.UPPS3.","UPPSPItems.UPPS4.","UPPSPItems.UPPS5.","UPPSPItems.UPPS6.","UPPSPItems.UPPS7.","UPPSPItems.UPPS8.","UPPSPItems.UPPS9.","UPPSPItems.UPPS10.","UPPSPItems.UPPS11.","UPPSPItems.UPPS12.","UPPSPItems.UPPS13.","UPPSPItems.UPPS14.","UPPSPItems.UPPS15.","UPPSPItems.UPPS16.","UPPSPItems.UPPS17.","UPPSPItems.UPPS18.","UPPSPItems.UPPS19.","UPPSPItems.UPPS20.","FCQTItems.FCQT1.","FCQTItems.FCQT2.","FCQTItems.FCQT3.","FCQTItems.FCQT4.","FCQTItems.FCQT5.","FCQTItems.FCQT6.","FCQTItems.FCQT7.","FCQTItems.FCQT8.","FCQTItems.FCQT9.","FCQTItems.FCQT10.","FCQTItems.FCQT11.","FCQTItems.FCQT12.","FCQTItems.FCQT13.","FCQTItems.FCQT14.","FCQTItems.FCQT15.","FCQTItems.FCQT16.","FCQTItems.FCQT17.","FCQTItems.FCQT18.","FCQTItems2.FCQT19.","FCQTItems2.FCQT20.","FCQTItems2.FCQT21.","FCQTItems2.FCQT22.","FCQTItems2.FCQT23.","FCQTItems2.FCQT24.","FCQTItems2.FCQT25.","FCQTItems2.FCQT26.","FCQTItems2.FCQT27.","FCQTItems2.FCQT28.","FCQTItems2.FCQT29.","FCQTItems2.FCQT30.","FCQTItems2.FCQT31.","FCQTItems2.FCQT32.","FCQTItems2.FCQT33.","FCQTItems2.FCQT34.","FCQTItems2.FCQT35.","FCQTItems2.FCQT36.","FCQTItems2.FCQT37.","FCQTItems2.FCQT38.","FCQTItems2.FCQT39.","MulticageItems.MC1.","MulticageItems.MC2.","MulticageItems.MC3.","MulticageItems.MC4."
"52",879729,"8 de noviembre de 20023",1,2,18,1,4,2,3,2,4,2,2,4,2,4,4,1,4,2,2,3,1,3,3,2,3,5,2,2,4,5,2,1,3,3,3,6,6,3,3,4,3,1,2,3,3,2,5,4,5,1,1,1,1,1,1,2,2,3,5,3,2,3,4,2,"NO","NO","NO","NO"
"53",840655,"08/11/2023",1,2,18,1,3,2,3,2,4,1,2,4,1,3,3,1,4,1,1,4,2,4,3,2,2,2,1,1,1,2,2,1,1,2,1,3,3,1,1,3,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,2,3,"NO","NO","NO","NO"
"54",974835,"8/11/23",1,2,18,1,4,3,1,4,1,1,2,2,1,4,2,1,2,2,3,4,1,4,3,2,3,3,1,1,2,1,2,2,1,1,2,5,5,2,1,1,1,1,1,3,3,1,2,2,6,1,1,1,1,1,3,1,1,2,3,2,2,2,2,1,"NO","NO","NO","SI"
"55",307153,"09/11/2023",1,2,21,1,4,2,3,3,1,2,3,1,2,4,1,1,3,2,3,2,1,3,3,1,2,3,2,1,1,4,1,1,1,2,1,4,4,3,3,5,1,1,5,2,3,1,4,5,4,3,1,1,2,1,1,2,2,1,5,2,2,3,2,2,"NO","NO","NO","NO"
"56",613001,"10 de noviembre de 2023",1,2,24,1,4,2,2,1,2,1,1,2,3,1,2,3,2,2,1,2,1,4,1,1,3,4,3,5,1,2,2,2,1,4,5,5,6,5,5,6,6,1,3,6,6,6,6,6,6,4,5,3,1,5,1,6,6,4,5,6,4,6,6,3,"NO","NO","NO","NO"
"57",294833,"10-11-2023",1,2,19,1,4,1,3,4,3,1,1,4,2,4,4,2,4,1,2,4,1,4,3,1,1,5,4,3,6,6,5,6,4,4,3,4,5,4,3,4,3,5,5,3,5,4,5,4,3,4,3,4,5,4,2,4,4,5,3,5,4,3,6,4,"SI","SI","SI","SI"
"58",328260,"15/11/2023",1,2,21,1,3,1,2,3,3,1,2,2,1,4,2,1,2,2,3,3,1,2,3,1,2,5,3,5,2,3,3,4,3,5,3,5,5,4,4,4,4,3,3,4,6,3,4,4,2,3,3,2,3,3,2,3,3,6,4,5,3,5,5,5,"NO","SI","NO","NO"
"59",972804,"15 de noviembre 2023",1,2,18,1,4,2,1,3,2,2,2,1,3,4,1,3,2,3,2,2,3,2,2,1,1,4,3,5,3,2,2,3,1,2,1,3,4,3,2,2,2,4,1,1,4,1,3,2,1,5,3,1,1,2,1,2,1,3,3,5,2,2,5,2,"NO","SI","NO","NO"
"60",932976,"15/11/2023",1,2,19,1,4,2,3,2,2,1,2,3,2,4,4,2,2,1,1,4,1,3,2,1,1,3,2,2,1,3,1,1,3,1,1,5,6,4,3,5,3,1,3,2,2,1,4,2,6,2,1,1,2,1,3,2,5,2,1,3,2,2,1,1,"NO","NO","NO","NO"
"61",498869,"16/11/2023",1,2,19,1,4,1,4,1,3,1,1,2,3,2,2,4,3,1,1,4,3,2,1,2,1,5,4,5,3,6,5,5,5,5,6,6,5,4,4,5,6,4,5,5,6,4,4,3,6,3,3,5,6,2,4,3,2,4,5,4,3,5,6,5,"NO","NO","NO","NO"
"62",873746,"16 de noviembre de 2023",1,2,19,1,3,1,3,3,3,1,2,2,2,4,4,2,3,1,3,4,1,3,3,1,2,4,2,2,4,3,3,4,2,4,4,4,5,4,3,5,4,4,4,4,5,3,4,5,4,5,2,2,2,1,1,4,3,4,5,5,4,5,4,4,"NO","NO","NO","NO"
"63",903616,"17/11/2023",1,2,21,1,4,2,3,2,2,1,2,2,1,2,2,1,3,1,1,4,1,3,1,2,2,5,3,3,1,4,1,2,3,3,1,5,6,5,3,6,4,2,4,5,2,2,4,4,6,3,1,1,1,1,1,3,3,2,1,4,3,2,1,1,"NO","NO","NO","NO"
"64",881724,"17-11-2023",1,2,20,1,4,2,1,2,1,3,1,1,1,4,1,1,1,3,3,1,1,2,3,1,1,3,4,4,4,3,3,3,2,2,3,4,3,2,1,5,5,2,2,2,3,5,2,3,3,1,2,1,1,3,2,2,3,3,5,2,3,2,3,3,"NO","NO","SI","NO"
"65",757529,"20/11/2023",1,2,19,1,4,1,2,2,2,1,1,2,2,2,3,1,3,1,1,3,1,3,1,1,1,3,2,3,1,3,3,1,2,3,4,5,5,4,3,5,3,2,3,3,4,2,5,4,5,1,1,1,2,1,1,2,2,2,6,5,3,3,1,1,"NO","NO","NO","NO"
"66",178283,"20-11-2023",1,1,20,1,3,2,2,3,3,2,2,3,1,3,2,1,4,2,3,3,1,4,3,2,2,4,1,1,2,4,1,1,1,3,3,4,4,2,3,3,3,1,2,3,1,4,1,2,4,1,1,1,2,1,1,2,2,2,3,1,1,3,2,1,"NO","NO","NO","NO"
"67",113969,"22/11/2023",1,2,20,1,4,1,2,2,3,1,2,3,1,3,3,1,3,2,2,3,2,3,1,2,2,3,2,3,2,2,2,1,2,3,3,3,3,3,3,5,5,1,2,4,3,3,3,3,6,2,2,2,2,1,1,2,1,2,5,3,2,3,5,3,"NO","NO","NO","NO"
"68",410000,"22/11/2023",1,2,20,1,4,2,2,3,2,2,4,2,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3,3,1,2,2,1,3,2,2,4,4,2,2,2,1,1,1,3,2,1,3,3,6,4,3,1,1,2,3,4,2,3,2,1,1,3,2,2,"SI","SI","NO","NO"
"69",581529,"22 DE NOVIEMBRE DE 2023",1,2,21,1,4,2,2,2,2,1,2,3,1,2,3,1,2,2,1,2,1,2,2,2,3,3,3,2,1,3,1,1,1,2,1,1,4,1,1,4,1,1,1,3,1,3,2,3,4,2,2,1,1,1,1,3,1,2,3,2,3,2,2,1,"NO","NO","NO","NO"
"70",104482,"22-11-2023",1,2,20,1,4,1,4,3,3,1,1,2,1,3,4,1,4,1,3,4,1,3,2,2,2,5,3,2,3,1,1,1,1,3,1,6,4,4,2,3,2,1,3,2,5,2,2,3,6,1,1,1,1,1,3,1,2,4,3,2,1,4,5,5,"NO","NO","NO","NO"
"71",326462,"24-11-2023",1,2,19,1,4,2,4,4,3,1,1,3,2,4,4,2,4,2,4,4,1,2,4,1,2,3,1,1,1,2,2,1,1,1,3,6,5,3,2,3,1,1,3,3,4,2,2,2,5,1,1,1,1,1,1,3,1,2,2,2,1,2,2,2,"NO","NO","NO","NO"
"72",914989,"24/11/2023",1,2,19,1,4,2,2,1,1,2,2,1,3,2,3,2,1,2,2,3,4,1,2,1,1,4,5,5,3,6,1,1,2,3,2,2,5,6,2,4,5,2,5,2,4,1,3,5,6,1,2,1,2,2,1,2,3,4,3,5,2,3,2,5,"SI","SI","NO","SI"
"73",685411,"24/11/2023",1,2,18,1,4,4,1,1,3,1,2,4,1,1,1,1,3,3,1,1,1,3,1,4,1,4,2,2,2,3,2,1,2,1,3,5,6,4,3,4,1,1,4,2,2,1,5,5,6,3,1,1,1,1,1,3,5,1,2,1,1,3,1,1,"NO","NO","NO","NO"
"74",620425,"27/11/2023",1,2,21,1,4,1,4,2,3,1,1,3,2,2,3,2,4,1,2,4,2,3,2,1,4,4,2,3,1,3,3,3,2,1,4,4,3,3,2,3,3,2,4,2,4,2,3,2,5,2,1,1,3,1,1,2,2,3,4,4,1,2,3,3,"NO","NO","NO","NO"
"75",378420,"28.11.23",1,2,18,1,3,1,2,3,3,1,2,4,2,3,2,2,4,2,2,3,2,4,3,1,1,6,3,4,1,5,3,1,3,2,5,6,6,6,6,6,3,1,4,2,5,3,5,5,6,2,1,2,3,1,3,2,3,2,6,4,2,4,5,5,"NO","NO","NO","NO"
"76",236717,"28-11-2023",1,2,18,1,4,2,1,1,2,1,1,2,1,2,1,1,3,2,1,2,1,3,1,2,1,4,3,2,1,5,3,1,2,3,3,5,3,4,2,4,4,2,4,4,4,2,4,5,6,3,1,1,2,2,1,4,2,3,3,4,1,3,3,3,"NO","NO","NO","NO"
"77",863647,"29-11-2023",1,2,18,1,4,1,4,2,3,1,1,1,1,3,4,1,3,1,1,4,1,3,2,1,3,3,2,2,5,6,1,2,1,1,2,6,2,4,3,5,3,2,3,3,2,1,4,2,6,2,1,1,1,1,1,1,1,2,3,4,1,2,1,2,"NO","NO","NO","NO"
"78",742500,"29/11/2023",1,2,22,1,4,2,2,2,3,1,2,3,3,2,2,2,4,2,1,2,3,3,2,2,2,3,3,3,2,4,2,2,2,2,2,5,5,5,3,6,3,2,3,2,2,2,2,3,6,3,3,2,3,2,3,2,2,2,4,3,2,2,3,2,"SI","NO","NO","NO"
"79",168278,"30-11-23",1,2,19,1,4,2,1,1,3,1,2,2,2,2,2,2,3,3,1,3,2,2,1,3,3,4,2,3,1,4,3,2,3,4,5,4,5,5,3,5,4,1,3,3,5,3,3,3,5,2,2,1,3,1,3,1,2,4,5,4,3,4,3,4,"NO","NO","NO","NO"
"80",558423,"1-12-2023",1,2,18,1,4,1,4,3,2,1,1,2,1,4,4,2,4,2,4,4,1,4,4,1,4,2,3,3,5,3,3,5,3,2,3,3,3,3,2,3,3,4,2,3,3,2,3,2,3,3,3,2,1,3,2,3,2,3,2,2,3,3,3,3,"NO","SI","SI","SI"
"81",261523,"01/12/2023",1,2,18,1,3,1,3,4,3,2,2,4,2,4,3,2,4,2,2,4,2,4,4,2,2,3,2,3,1,4,1,1,1,1,1,5,3,4,1,3,1,1,3,1,2,1,1,2,3,1,1,1,2,1,1,2,1,1,2,3,1,1,1,1,"NO","NO","NO","NO"
"82",243388,"01-12-2023",1,2,18,1,4,2,4,3,4,1,1,4,1,2,3,1,4,2,1,4,1,4,1,2,2,2,1,2,1,4,1,3,1,1,2,2,4,4,1,5,1,4,4,1,2,1,2,3,3,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,"SI","SI","NO","NO"
"83",507881,"15/11/2023",1,2,19,1,4,2,4,4,3,2,3,1,4,4,2,4,2,3,3,3,4,2,4,1,1,5,2,2,1,1,1,1,2,3,2,4,5,3,1,5,3,1,1,1,4,1,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,2,1,1,"NO","NO","NO","NO"
"84",796028,"15 de noviembre de 2023",1,2,18,1,3,2,2,3,3,1,2,3,1,3,2,1,3,2,3,3,1,2,3,2,2,4,3,3,4,5,2,3,3,2,4,3,5,2,5,3,3,2,3,3,2,3,2,3,4,3,3,2,2,2,2,2,2,3,2,3,2,3,2,2,"NO","NO","NO","SI"
"85",311562,"15/11/2023",1,2,18,1,3,1,3,2,2,1,2,2,2,3,4,1,2,2,3,4,2,4,2,1,1,5,3,4,4,2,3,4,2,1,3,5,6,4,5,3,3,3,2,3,4,2,4,5,5,3,2,1,2,1,2,2,3,3,4,5,5,4,3,3,"NO","SI","NO","NO"
"86",809803,"15/11/2023",1,2,21,1,4,2,2,2,3,4,2,1,3,2,1,3,2,3,3,2,2,2,3,1,2,3,4,3,3,2,2,2,3,3,2,3,5,3,3,3,2,4,3,3,4,1,4,3,4,3,3,2,3,3,2,2,3,1,5,4,3,3,1,1,"NO","SI","NO","NO"
"87",880237,"15 de noviembre de 2023",1,1,18,1,4,2,3,4,2,1,2,2,1,3,3,1,4,1,1,3,1,4,1,2,2,3,2,1,1,3,1,5,2,1,2,2,4,2,1,6,5,5,4,3,2,2,1,1,2,2,1,1,2,1,1,2,1,4,6,2,5,2,4,2,"SI","SI","SI","SI"
"88",462731,"16-11-2023",1,2,18,1,4,1,2,2,2,1,2,2,3,3,4,3,3,2,2,3,3,2,1,2,2,3,4,4,3,5,3,2,3,3,5,4,6,3,3,4,4,3,4,3,3,2,3,5,3,2,3,2,2,2,3,2,3,2,5,3,3,3,2,3,"NO","NO","NO","NO"
"89",372528,"16 de Noviembre del 2023",1,2,20,1,3,1,2,1,2,1,3,2,1,1,1,1,2,2,2,3,1,2,1,2,1,3,4,4,3,2,2,3,2,2,3,4,4,5,4,5,4,3,2,3,4,3,3,3,3,2,3,1,1,1,1,2,2,2,3,2,1,2,2,2,"NO","SI","NO","SI"
"90",771270,"17/11/2023",1,2,20,1,4,2,2,3,3,1,2,3,2,4,4,2,4,2,3,3,3,3,2,2,2,4,3,3,1,2,1,2,1,3,1,4,3,3,1,4,3,3,2,3,4,4,3,4,3,3,2,2,2,2,1,2,2,3,3,3,3,3,3,3,"NO","NO","NO","NO"
"91",465919,"20/11/2023",1,2,20,1,4,2,2,2,3,1,1,2,1,2,2,1,3,2,2,2,1,3,2,1,1,3,2,2,1,4,3,2,2,1,4,5,4,3,2,6,4,2,3,2,3,3,4,5,6,3,1,1,3,2,3,2,4,2,3,3,1,2,2,1,"NO","SI","SI","NO"
"92",375996,"21/11/23",1,2,18,1,3,1,3,4,1,2,1,1,2,4,4,1,3,1,3,4,2,1,3,1,1,5,4,2,5,6,3,6,4,5,6,6,6,4,3,5,4,3,6,5,5,3,5,2,6,4,2,3,3,3,3,4,5,5,3,5,6,6,5,5,"NO","SI","NO","NO"
"93",944117,"21 de noviembre de 2023 ",1,2,18,1,4,3,2,4,2,1,2,1,2,4,3,1,3,3,2,4,2,2,3,2,2,5,5,5,6,5,4,6,4,4,5,5,6,6,4,3,3,4,5,3,6,4,6,5,4,5,5,4,6,5,3,3,3,4,6,6,2,3,5,5,"SI","SI","SI","SI"
"94",958264,"21/11/2023",1,2,18,1,4,3,1,1,1,2,2,1,2,1,1,2,1,2,1,1,3,3,1,4,1,5,2,4,2,5,1,2,2,1,5,6,6,5,4,5,5,2,1,3,6,5,6,5,5,4,2,1,1,1,3,1,4,2,6,5,2,5,6,6,"NO","NO","NO","NO"
"95",241290,"22/11/2023",1,1,21,1,4,2,2,3,3,1,2,3,2,4,3,2,3,2,2,3,2,4,2,2,2,3,2,4,3,1,2,2,4,4,3,3,4,3,1,4,4,2,3,3,4,4,3,2,4,3,2,1,3,2,2,1,2,3,5,4,4,4,4,3,"NO","NO","NO","NO"
"96",234347,"22 de noviembre de 2023",1,2,20,1,4,1,2,2,3,1,2,2,1,2,2,1,1,1,1,4,1,3,2,1,2,4,3,5,5,2,2,5,2,2,3,3,2,3,2,3,3,5,4,2,2,3,3,4,4,2,3,2,2,3,1,2,4,3,2,3,2,3,2,2,"SI","SI","SI","NO"
"97",279640,"23/11/2023",1,1,26,1,4,3,4,2,4,1,2,3,2,3,4,2,4,1,4,4,2,3,2,1,4,2,5,5,1,2,2,2,2,2,3,3,3,1,3,4,4,1,2,4,2,3,4,2,5,1,1,1,1,1,2,2,4,1,3,2,1,4,2,3,"NO","NO","SI","NO"
"98",568335,"23-11-2023",1,1,20,1,4,2,3,1,3,1,2,4,2,2,3,2,4,1,2,4,2,4,2,1,2,3,2,2,2,1,3,1,1,1,2,2,4,3,3,3,1,1,3,2,3,1,3,2,1,2,3,1,2,1,2,1,1,2,5,3,3,2,3,1,"NO","NO","NO","NO"
"99",255157,"27-11-2023",1,2,18,1,4,1,4,2,4,1,2,4,1,3,4,1,4,1,3,4,1,4,2,2,2,3,3,3,3,2,1,1,1,1,1,2,5,2,1,3,1,3,1,3,4,1,4,3,2,3,2,2,1,1,1,1,2,1,5,5,1,1,1,1,"NO","SI","NO","NO"
"100",134957,"27/11/2023",1,2,18,1,4,1,2,3,2,1,2,3,2,3,2,1,3,1,2,2,1,3,2,1,2,4,2,2,2,1,3,2,3,1,3,4,4,3,3,5,2,2,1,3,4,2,4,3,5,1,1,2,2,1,3,3,3,3,5,2,2,3,3,3,"SI","NO","SI","NO"
"101",528884,"28 de noviembre",1,2,19,1,4,2,3,2,4,1,2,3,1,3,3,1,4,2,2,4,2,3,2,2,3,3,2,2,4,3,1,3,2,2,1,3,4,3,2,3,2,2,3,2,3,3,3,2,3,2,2,1,3,1,2,3,2,3,3,3,2,2,2,1,"SI","SI","NO","NO"
"102",453452,"28/11/23",1,2,19,1,4,2,3,2,2,1,2,3,1,4,2,1,3,1,2,3,2,3,3,2,2,3,2,2,2,1,2,4,3,2,3,4,3,3,3,3,3,4,3,2,3,2,3,3,3,2,2,1,2,1,1,2,2,3,3,3,2,3,2,3,"NO","NO","NO","NO"
"103",815763,"28 de Noviembre de 2023",1,1,18,1,3,1,3,2,2,1,2,3,1,2,3,3,2,2,1,3,2,3,2,2,2,3,2,2,3,5,2,2,2,3,1,3,5,2,3,3,2,1,4,3,4,2,2,2,5,3,1,1,1,1,2,1,2,3,2,3,2,3,3,1,"NO","NO","NO","NO"
"104",979302,"28 de Noviembre de 2023",1,2,18,1,3,1,2,4,1,1,2,2,2,3,2,2,2,1,3,4,1,3,4,2,1,4,2,2,2,3,2,1,1,2,3,2,3,4,2,4,4,2,1,3,5,2,3,4,3,2,2,2,1,1,1,3,3,4,2,3,1,2,3,3,"NO","SI","SI","NO"
"105",308265,"29 de noviembre",1,2,21,1,4,3,1,2,2,2,3,2,2,2,2,2,3,2,2,3,2,3,3,2,1,3,3,4,2,4,2,4,3,3,4,4,2,5,2,5,5,4,4,3,4,3,4,4,5,3,2,2,3,2,2,4,3,3,4,3,4,3,2,2,"NO","NO","NO","NO"
"106",659352,"29/11/2023",1,2,20,1,4,1,2,2,2,1,1,2,1,3,3,1,2,1,3,4,1,2,3,2,2,3,3,4,2,2,2,2,1,3,3,5,4,4,1,4,3,2,2,3,4,3,3,3,2,3,3,1,1,1,1,1,1,4,4,3,2,3,3,3,"NO","NO","NO","NO"
"107",949230,"29 de noviembre de 2023",1,2,19,1,4,2,1,2,2,1,1,1,1,2,3,1,2,2,2,2,1,3,2,3,1,3,3,4,2,2,2,1,2,1,3,5,5,4,3,3,3,1,3,2,3,2,4,5,5,5,2,2,2,2,3,3,3,2,4,5,3,2,1,2,"NO","NO","NO","NO"
"108",989008,"29/11/2023",1,2,20,1,4,2,2,2,3,1,2,2,2,3,2,1,3,2,2,3,1,3,2,2,2,3,1,1,2,2,3,2,1,3,3,4,3,4,2,5,3,2,3,3,2,3,3,3,3,2,1,1,2,1,2,2,3,3,3,2,1,3,3,3,"NO","NO","NO","NO"
"109",589655,"30/11/2023",1,2,19,1,4,2,2,2,2,1,2,3,1,3,2,1,3,2,2,3,1,3,2,1,1,4,3,2,1,3,3,1,1,3,4,5,5,4,3,5,5,1,3,3,3,3,5,5,6,3,2,2,2,1,2,3,4,3,2,4,2,3,2,2,"NO","NO","NO","NO"
"110",901878,"30-11-2023",1,2,18,1,4,2,3,1,3,1,4,2,3,2,3,3,3,1,2,3,3,3,2,2,1,3,2,3,4,4,2,4,2,3,1,5,4,4,2,4,3,3,2,4,3,3,4,2,5,4,2,2,2,2,2,3,2,2,4,4,2,5,3,4,"SI","SI","SI","NO"
"111",612623,"30/11/2023",1,2,19,1,3,1,2,2,2,1,2,3,2,3,3,2,2,2,2,3,3,3,2,1,2,4,3,2,2,2,2,2,2,1,3,5,5,4,2,4,3,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,4,3,5,3,3,3,2,2,"NO","NO","NO","NO"
